RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC,positive
"RT @OptionsFeed: Final #AAPL #PutCallRatios for Monday, December 8, 2014 http://t.co/Ocz4egZX8h via Hamzei  $$",neutral
The game #traders play in the name of #market #liquidity #HFT #darkpools #stock #trading #algorithms #AAPL  http://t.co/laKjpr89S8,neutral
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
Not cool @Apple ... not cool. You just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?,negative
.@apple MacMail on OS X #Yosemite is really giving me a hard time. Is there an alternative email program out there? #YosemiteProblems,negative
.@Apple it really makes it hard to spend money on apps with functionality that might soon disappear on the Today Menu.  Please stop this.,negative
"RT @tomlindberg99 'Congrats to @Apple, Mary Sotos @WorldResources for Green Power Leadership Awards @GreeneMarktplc '
http://t.co/qjX66tc2sV",positive
@apple really need to up their battery game. Because ain't no one got time to charge their phones #furstrated #annoyed #charging,negative
@apple yall some hoes,negative
"@iTunes @apple my music library wont sync new music etc, iTunes tells me sync completed, nothing new uploaded,how do I fix this? FRUSTRATING",negative
Apple makes bad chargers. The @apple genius said wrap it in electrical tape. I wonder what Jony Ive thinks of that. http://t.co/HvxSJUt39p,negative
"Between 07 &amp; 09, @Apple deleted #music off of some customers' iPods without telling them http://t.co/PgXi2dr4Wg http://t.co/yBK9Ix23qb",negative
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
"#Apple Inc. #AAPL Price Target, EPS Estimates Raised by BMO http://t.co/LzZw8c3xhv via @ValueWalk",neutral
Almost want back to an android because why won't Apple have torrent?@apple,negative
"#Top #iPhone and #iPad games of #2014: @Apple [#Apple] names Monument Valley &amp; #Threes. (#Tuesday, 9 #December) http://t.co/Zj6QFN5lkp",neutral
"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",neutral
Here's #Apple's Next Great Business http://t.co/L1IfhyexQA via @sai #aapl,neutral
Amazing customer service today @Apple. UTC store. I worked form the store for several hours on #TBJApodcast while... http://t.co/yNS6oCmO8l,positive
@OneRepublic @Apple aww look tht u have a lot of work guys good luck!,positive
"#Kantar: @Apple [#Apple] On Track For 'Record Quarter' As #iPhone6 Sales Bump Up Its .... (#Wednesday, 3 #December) http://t.co/HDmGr8fwYA",positive
iPhone battery life takes the piss sort it out @apple iphone #iphone #apple http://t.co/6f1QuV2DUt,negative
@OneRepublic @Apple I spy a pair of M50s @USAudioTechnica Keep up the good work!,positive
@MazeOnPace @Apple Product Line competes with itself. iPhone6+ vs. iPad. Who needs an iPad any longer!?,neutral
"'@Forbes: While @Apple still dominates e-commerce, @Android devices are grabbing market share: http://t.co/Pto4CTvUTV'",positive
"RT @iLoveMyMom98: I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5",neutral
@apple #apple #iphone @iphone #iphone4s #iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS,negative
@sammcmanusss @Apple idk it just happend though,neutral
my computers so slow right now its making me want to shoot someone its a god dam mac i shouldnt hav 2 deal with this! @Apple,negative
"The Best #iPhone Apps Of The Year, According To @Apple  http://t.co/fp7Dlo85iP",neutral
Computer Science Education Week is coming! Check out some #coding opportunities that @apple will be helping put on. http://t.co/jI5hSZXUpR,neutral
"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.",neutral
#Apple's Recent Pullback A Buy Opportunity #AAPL http://t.co/YEAmT2V5qf,neutral
Anyone know how to fix this? #xcode @apple no simulators... tried complete reinstall #ios http://t.co/Nu9YyqioHU,negative
Real tired of my charger breaking every month @Apple,negative
"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.",neutral
@zagkmerrick @Apple WELL THEY SHOULD HAVE A TWITTER,neutral
fuck u @apple ur chargers are made like shit,negative
Apple Is Warming Up To Social Media: Apple is hiring a social media guru in L.A. Will @Apple finally tweet?Her... http://t.co/R7kmhc8Wzy,neutral
@Cleosbaby64 @Apple @stackizshort Thank You Good Coverage W/ NoFear,positive
Is #Apple Hedging its Bets with Another Small #iPhone? #aapl http://t.co/AXn3FjyczT,neutral
#AAPL #iOS8 RT @BenedictEvans Browser share http://t.co/s9SVPYSpjn,neutral
Wouldn't be a bad idea to bring back the tap to tweet function guys @apple @twitter,neutral
.@Apple please ban 'After School' and 'Yik Yak' apps from iTunes/App Store. These are apps being used for anonymous bullying &amp; threats.,negative
RT @tra_hall: Enjoying the introductions at the @apple #connected launch event.  Some amazing #edtech leaders in the room.  #txed,positive
Is Apple The Most Important Stock On Earth?  http://t.co/1X62rp5R8y #aapl http://t.co/3YtD8Iz62i,neutral
"Where are they going with this? Come on, @Apple http://t.co/R014Nwlml5",neutral
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
"RT @BigBlindz: BlackBerry wants your iPhone, and will pay for it.
http://t.co/ydpQJKKfvM
 #bbry $bbry #blackberry #iPhone $aapl #aapl",neutral
@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+,negative
you just did too much you asshole. @apple get your shit together.,negative
"Report: Apple's Hiring Fashionistas To Help Flog Its Watch  $AAPL #aapl
http://t.co/uFZCW60Ocr",neutral
"Apple to build major new R&amp;D facility in Japan, prime minister reveals $AAPL #aapl
http://t.co/CysxBbg4YW",neutral
"Tim Cook Shows Off Apple Watch to Chinese Internet Official, Discusses Security Issues http://t.co/4nrcjqs75m #AAPL",neutral
"RT @T21Century: Translate Your App! Success story from TAUS member @smartling - go global with @Apple, @Tesla, @GoPro http://t.co/SfeAP0AP33",neutral
@Swift_Addiction: lol @apple quicktime MOVs,neutral
Apple Inc. vs Google Inc: The Battle Of The Tech Giants http://t.co/eQx6S6fxtP #AAPL,neutral
"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/obykvsjfJY @apple @LisaEadicicco",positive
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
"New 4-inch iPhone 6 Reported. 5 Reasons Apple Must Make It  $AAPL #aapl
http://t.co/jmpX51PCgL",neutral
My office for today #RemoteSupport #TechLife @Apple http://t.co/IY0xAufNTP,neutral
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
"JMP raises Apple price target from $130 to $150, reasons why here: http://t.co/XOTExD9Y4o  #JMP #AAPL #Stocks #WallStreet",neutral
"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.",neutral
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",negative
#AAPL:Alabama Anti-Discrimination Bill To Be Named After Apple CEO Tim Cook...http://t.co/J6hGjmjBZD,neutral
"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",neutral
Results of our' #Mobility PilotHouse program. @ATT  @Cisco @Apple see which had the most loyal customers. http://t.co/FAyv72N0xt,neutral
#AAPL:Apple Donating Portion of Profit to Fight Against AIDS...http://t.co/BR05N1U3Qr,positive
RT @jopocop: BloombergTV:  #SteveJobs Testimony to Play Key Role in #iPod Trial http://t.co/vVRrZZMUdL #aapl,neutral
"RT @ace_kit_uk: Apple MacBook (£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",neutral
All my Apps on @apple #ipodtouch5thgen http://t.co/cRhwdbSxSx http://t.co/UNpPU4zrRq,neutral
RT @saigeist: the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple,negative
"Major crisis avoided @apple. You guys were able to restore my daughter's  #iPhone. Great service, thanks. #5starservice",positive
@NickM538 @Apple tell them how ya really feel,neutral
Since when did @apple stop replacing iPhone units due to defect? Just because I have some scratches on my phone doesn't mean I dropped it.,negative
Oh @espn your live streaming on @apple tv blows.,negative
JMP raises Apple Inc price target to $150 on 'exceptionally strong' demand for ... http://t.co/SOmV4lx8Ao #AAPL,neutral
my phone keeps fucking freezing @apple,negative
"Apple's iPhone 6 Lead-Times Still Longer Than Previous Models  $AAPL #aapl
http://t.co/bk0tn6WTTm",positive
@buzz I sit home every Friday night waiting for an invitation to join an @Apple dev team.  (looks at his phone)   They'll call me one day.,neutral
Apple's PT raised by Barclays to $140.00. overweight rating. http://t.co/Wcq9xY6Kor $AAPL #AAPL via @RatingsNetwork,neutral
RT @dmcgroarty: RT @MetalBanker - Where do #iPhones come from? What's in your @Apple  #RareEarths http://t.co/KuMCbKMREV,neutral
Thisn#Yosemite update is stressing me out @apple #macbookpro,negative
"$AAPL as expected, some users still like small screens, iPhone 6 mini reportedly on its way #AAPL http://t.co/QDj4eBlP6H",neutral
$118+ tomorrow #AAPL,neutral
Frustrated after unsuccessfully trying to fix outgoing SMTP configuration. &lt;3 @Apple but this is unacceptable #YosemiteProblems #apple #help,negative
"APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/yGvnJPjRAw",neutral
It's official: #Williamsburg is no longer hip anymore. http://t.co/YqM55v8SBD @Apple,negative
Things are happening @apple,neutral
@DUNS4Apple @sashametro @Apple Your definition of 'easy' is warped. Thanks for the useless corporate speak.,negative
Daring Fireball: Transmit iOS and iCloud Drive @Apple http://t.co/kCByq0221c,neutral
"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.",neutral
Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone,negative
"RT @JPDesloges: GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH",neutral
"#AAPL:iPad Mini 3 vs Sony Xperia Z3 Tablet Compact: Step Aside Sony, Apple S...http://t.co/85qGEiH7LO",neutral
Fuck you @Apple my phone has been searching for service for almost a complete day,negative
"#mkt Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/XXKx7FgtOU",neutral
RT @SparkingAri: @ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple,negative
RT @gxldblvnts: thanking @apple for the 'do not disturb' feature,positive
RT @thehill: .@Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem,neutral
Dear @apple. Worst idea ever. Fix it. http://t.co/TSisv9EJhg,negative
@Apple I had a power cord problem- under warranty. You said it would be fine. It isn't. And now you won't replace it? http://t.co/fW3BoW53dj,negative
So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple,negative
@Apple iSchool? http://t.co/Wh7sh5uDov #education @applenws,neutral
"Rumor Roundup: Crescentgate-gate $AAPL #aapl
http://t.co/iQOYgnD72G",neutral
@Apple store #nyc I am honored to be here. #travel http://t.co/JnbCd79z1b,positive
3 #Tech Stocks That Could Soar in 2015 | The Motley Fool #goog #aapl #fb http://t.co/6LcuT1XTzX,neutral
Apple's PT raised by Canaccord Genuity to $135.00. buy rating. http://t.co/Tb5dmDEjeA $AAPL #AAPL,neutral
#aapl #Apple stock price plummeting... Time to sell for a bit?,negative
@ForbesTech #AAPL was a fantastic investment...but what will be its future?  How will AAPL beat AAPL?,neutral
"Considering the ads in my FB feed + #facebook privacy changes I think @Apple 's Tim Cook was spot on, how about you? http://t.co/Pm5CVHGpGT",neutral
"Barclays Raises AAPL Price Target by 17% to $140 $AAPL #aapl
http://t.co/DGru02BTk4",positive
Footage of the Apple-1 computer running. #ComputerHistory @apple @christiesinc http://t.co/nTGfnJWZ7G,neutral
@weightsmate @Apple total nightmare!!!! and they take a big slice of the cake !,negative
"Apple to launch 4-inch iPhone next year: Report $AAPL #aapl
http://t.co/x3lzm9bOoM",neutral
@Apple Watch SDK and #Monetizaton: Why You Should Download #WatchKit As Soon As Possible http://t.co/5MBQvLU5Ba,neutral
Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. @apple,negative
Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport,negative
@apple hey nvm but I shouldn't have to restart my phone to make it work,negative
RT @naugtae: We need an eye rolling emoji pronto @apple,neutral
The only reason I have an iPhone is because of iMessage. @apple BRUH make a better battery,negative
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
"Does anyone know if theres a #smartwatch  with a old fashioned clock face? 
Grandma needs a watch. @Samsung  @apple @mota",neutral
"@panic @jpetersen good call I thought @Apple was going to compete with dropbox, @droplr etc. This is a bad sign like my MacPro std 250GB HD",neutral
IN YOUR FACE @apple,negative
Did you notice that @Apple apps now say 'Get' instead of 'Free'? This change was due to alleged misleading labeling. http://t.co/In8SIkR1Qp,negative
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",negative
how is 41 degrees nice weather @apple http://t.co/kcGV7iynpw,negative
#AAPL:Did Carl Icahn cause a new private equity bubble?...http://t.co/07f6Mv7ZlD,neutral
RT @FrankThePilot: can we get a touch screen macbook @apple,neutral
"#mkt Final #AAPL #PutCallRatios for Wednesday, December 3, 2014:  http://t.co/megrwaOUzd",neutral
"Oh @apple, why do I have to delete my unwanted photos eight times. Once is enough. I don't want a 'recently deleted' folder.",negative
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/WpnlcmBcSB",neutral
Sketchy Rumor Claims Apple Planning New 4-Inch iPhone for 2015 http://t.co/Qa4rJnGXPz #AAPL,neutral
"@Apple patents active fall protection system that shifts #iPhone in midair http://t.co/76QWGA6ml7 #Technology
#FYI",neutral
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
"Big Spending by Consumers on Cyber Monday

#CyberMonday, #PayPal, #Apple, #AAPL, #eBay, #WalMart, #WMT, #Sales,... http://t.co/pB6WltjTzZ",neutral
CNBCTV:  #Cramer: #Apple has no real competition #aapl http://t.co/8cYgzEZQPN,positive
I love my phone so much thank you based god @apple,positive
Apple Antitrust Case Hangs in the Balance - http://t.co/CaHboVHRje @apple #antitrust #wow #ipod,neutral
Worst thing I ever did was update the software on my computer. This update is trash @apple,negative
@apple yo when ya coming out with the charger case for the 6? Hurr Up,negative
Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google,negative
"Here are @SFBJEditor 5 things to know today, including who is hoarding the @Apple #iPhone6 http://t.co/lwacRDp3vU",neutral
Hey @apple: Love ya but #AppleCare low-fi hold music is awful. Would prefer to hear tips on using apple gear.  Better use of my hold time.,negative
"@MhDaDon @Apple def gotta have it, I don't even like watches",positive
4-star analyst Alex Gauna from JMP Securities rated $AAPL w/a BUY. Alex has a 63% success rate http://t.co/PZn5w1YRtK #NASDAQ #stocks #AAPL,neutral
Confirmed: Bose speakers returning to #Apple Stores after removal earlier this year - http://t.co/yXPyde3TvQ #AAPL #BeatsElectronics,neutral
My apps @apple #ipodtouch5thgen http://t.co/ttEzGarBXd http://t.co/8bUawltG4i,neutral
@matt_garber @levifig @dcurtis hah. I wasn't defending it. But this is @apple and they don't understand the internet.,negative
Apple Tentatively Approves Plans to Expand Reseller Network in India with 500 New Stores [Mac Blog] http://t.co/ttTFQVOiIr #AAPL,neutral
"#AAPL:Android Phones to Dominate Through 2018, While iOS Phone Revenue Will ...http://t.co/b9VdeyRXTc",negative
#AAPL:Apple back in court with $1 billion on the line...http://t.co/MdUQi14XQK,negative
Ayyy my fourth phone charger this week broke today @apple fuck you,negative
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
.@McDonalds Shares a Slice With #iPhone6 Lovers @apple http://t.co/Vv5TzERoKz,neutral
@Cleosbaby64 @Apple @stackizshort @Rebelutionary_Z Have NoFear,neutral
Shipping Estimates for 27-Inch Retina iMac Improve to 1 to 2 Weeks [Mac Blog] http://t.co/hvY4RUrd5c #AAPL,neutral
Security firm @Kaspersky have issued their (not very cheery) 2015 predictions - and say @Apple Pay to attract attacks http://t.co/7XBrTqSmdq,neutral
@google @facebook @intel @apple Pay your taxes in our country!!! http://t.co/jS4K3jV1sj,negative
TWDanceCenter #UrbanNutcracker @Apple Store in Boylston St. @ 6.30pm. Enjoy some #krumping . Meet the director &amp; @RussellFerg,neutral
.@Google Unseats @Apple In U.S. Classrooms As #Chromebooks Beat #iPads,negative
"Average Mac User Faced Nine Malware Threats Last Year, but OS X Remains Minor Target [Mac Blog] http://t.co/NvRO4DnFYO #AAPL",negative
WHY DID MY IPOD CHANGE THE ORDER OF THE SONGS IN THE PLAYLIST I ALWAYS LISTEN TO WHAT THE FLYING FUCK THIS ISNT OKAY @APPLE,negative
My @apple autocorrect changes Muslim to awesome and I'm okay with that,neutral
"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.",neutral
RT @KirkYuhnke: What do you think? Want an @Apple #Watch? http://t.co/7HjDjQ1iAb,neutral
"More Evidence That Apple, Inc. Needs to Refresh Apple TV http://t.co/thn87b3iTb #AAPL",negative
"#Flipping #great! the @Apple [#Apple] #iPhone 'that won't smash' because it detects when it .... (#Saturday, 6 #... http://t.co/6ZwW81m5Ez",negative
@daulfn @AppleUK_ @Apple I have a Windows lappy which works well and was half the price of the alternative,negative
Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks,negative
Got my iPhone 6 #iPhone6 #iPhone @apple  @AppStore,neutral
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",negative
MY COMPUTER IS NOT TURNING BACK ON HELP @APPLE,negative
It took just one month for the #iPhone6 #Plus to become the king of #phablets http://t.co/Ige6PxbsIF via @BGR #aapl,positive
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",negative
"@viticci when is @Dropbox removing photo upload? And are @apple covering refund for those who purchased based on features, that are no more?",negative
RT @hsmoghul: My @apple autocorrect changes Muslim to awesome and I'm okay with that,positive
How is my battery already 83% within 15 minutes of usage. Fix up @apple,negative
MFN is not just about international trade. It's the key issue in @apple's #ebook appellate case says @rparloff. http://t.co/nrhCcuPfk6,neutral
Apple Watch Tops Search Engine List of Best Wearable Tech http://t.co/LTEzJzqqF8 #AAPL #iWatch #AppleWatch,neutral
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",neutral
Could Apple Inc. Sell 24 Million Apple Watches in 2015? http://t.co/SLtEs6ZKFE #AAPL,neutral
@CarlaBarlaCakes @MoBiggaa @Apple snapchat?,neutral
@brock_and_r0ll @Apple @sam_sock hey I look weird af,neutral
@fireatwill @Apple I wrapped my charger and it began smoking. Do better Apple.,negative
.@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.,negative
"iPhone 7 Release Date With Top 10 Most Needed Features $AAPL #aapl
http://t.co/6jmAQkj3rj",neutral
"I was out to dinner last night and left my computer to charge.  Had the fire happened then, I'd have no house.  @Apple #AppleCordFire",negative
god dammit fuck you @apple,negative
Headed to @IKEA and @Apple Store today. Yikes or Yay? #dayoffduties,neutral
RT @OvelhaNegraTV: Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc,negative
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",negative
"@mcmillanstu @D1PZ... But trying to get launch info ahead of time from telco marketing teams was a nightmare - thanks @apple!
#EcomChat",negative
Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad,neutral
Takes more than #marketing to convert shoppers to buyers. @Apple &amp; @VictoriasSecret create a total sense experience. http://t.co/5a4G6455JR,positive
"RT @JPDesloges: Apple's Dilemma With Apple TV  $AAPL #aapl
http://t.co/pFXEUXeU3u",negative
Chromebooks Overtake Apple's iPads in U.S. Education Market http://t.co/iR8WRGXO2x @apple @googlechrome #chromebooks #ipad,negative
"Smartphone/tablet to become home automation hub, how can any wireless protocol beat #WiFi and #Bluetooth @apple #Homekit @ShortcutLabs #flic",neutral
"Gotta love the autocorrect in IPhone. Nothing makes a person more illiterate than that. Fuck me,quit guessing and not let us correct. @Apple",negative
RT: YahooTech: @Apple admits to years of removing non-iTunes music from #iPods http://t.co/tAuWVJlgQ2,neutral
"Apple Bears Get Fat Payout From Stock Swoon; the 60-Second Plunge $AAPL #aapl
http://t.co/RffvQbdl7Z",neutral
Nobody expects the Spanish Inquisition #AAPL,neutral
